review_id,score,duration,comment
ChZDSUhNMG9nS0VJQ0FnSUNiOXFId05REAE,4,2 個月前,"很不錯的飯店，而且還是環保旅店，不提供盥洗用具，不提供礦泉水，每一個樓層都有很多台飲水機，每一個服務人員態度都很好，目前加入會員有送鳳梨酥或咖啡。早餐很不錯。
飯店在新市鎮旁邊，離市區比較遠，旁邊沒有任何的商店，購物比較不方便一點點。"
ChZDSUhNMG9nS0VJQ0FnSURiNk8yeU1nEAE,1,2 個月前,平日一間房4600，價格不是很便宜，理當提供貼心一點的服務，房間就兩瓶小瓶飲料，康橋都有24小子腳踏車租借服務，非常不貼心的飯店，不願意借腳踏車，晚上8點後天色暗，不提供，6點就天色暗了好嗎？也不提供其他協助，很會洗評論，不好好處理客訴的反應，反倒洗了一堆五星評論，真的是好沒格調的飯店。
ChdDSUhNMG9nS0VJQ0FnSUN6X3FiQXhnRRAB,5,3 個月前,"第一次入住～一覺到天亮，床大好睡，環境感覺很棒！！😊
尤其是第二天的早餐～中西式齊全，食材超……級新鮮，螃蟹湯頭濃郁，好喝到“胃”都暖了起來，其它的餐點也好吃到不行，肚子“飽”到不要不要的😋下次宜蘭行～最佳的住宿選擇！❤️"
ChZDSUhNMG9nS0VJQ0FnSURIdXFEVk9nEAE,5,4 週前,房間裡乾淨俐落夠大，乾濕分離衛浴非常好，現場服務人員非常親切態度很熱心，有機會可以再來
ChdDSUhNMG9nS0VJQ0FnSUNyeG8zQjNnRRAB,4,3 個月前,住宿期間，因小朋友有不小心撞到，剛好服務人員經過，聽到哭聲便親切詢問是否需要冰敷袋，非常貼心。房間隔音不錯，本次入住與Hotel combined 合作的房型，有一隻招牌熊熊，小孩非常開心。頂樓的空間不大，但也讓小孩渡過愉快的時光。雖位子不在宜蘭市區，但停車位頗多。早餐十分豐盛，味道也不錯。
ChdDSUhNMG9nS0VJQ0FnSURydC16VWtBRRAB,4,2 個月前,"我是多次入住宜蘭煙波飯店、花蓮煙波飯店的家庭。
大致上服務都不錯
房間也明亮乾淨

唯一 早餐實在沒什麼好吃的食物，雖然看起來多樣
，但是口味上真的不會再拿來吃，食物是否造成浪費？！
這是煙波飯店集團需要考慮一下的問題ㄛ！
因為每次入住都期待的早餐…卻「多次」的失望！

都快想..往後不再 買單早餐部分了😅"
ChdDSUhNMG9nS0VJQ0FnSURMMDltUzJnRRAB,5,3 個月前,參加小鐵人距離賽場很近！可以延後退房很棒。早餐可以用餐到下午1：30也很適合比賽完後吃。 唯一缺點是 房內的冰箱跟冷凍非常不冷，開到最強還是很弱，要在冰箱冰母奶，或者想冰冰啤酒，可能都無法很冰😥
ChdDSUhNMG9nS0VJQ0FnSUNia2NldHlnRRAB,5,2 個月前,這次難得選擇官網的下午6點入住隔天下午2點退房的方案，超適合走渡假風格的我們。吃早齋的我可以在11點後悠閒吃個早午餐，而且這次還加購了2份松葉蟹，簡直太享受😋
ChdDSUhNMG9nS0VJQ0FnSUNUeS1xcG5RRRAB,5,4 個月前,"整體非常推，一定會再次入住的等級👍🏻
1.停車：地下停車場空間還不錯，停好後左右開門都還有點空間。
2.服務：服務人員都很有耐心且能解決問題，不論是會員、點數等問題都處理很好。
3.頂樓：頂樓有室內、戶外拍照區，不論是親子還是網美都很適合。另外還有一區是親子遊戲區，有一小塊辦家家酒和巨大積木可以玩樂放電。
4.地點：雖然離市區等稍有距離，不過來宜蘭玩就是想享受大自然的平靜，走點路的話旁邊有一間手搖飲可以解饞。
5.快速退房箱很讚，雖然我們最後還是吃完早餐櫃檯還卡哈哈"
ChdDSUhNMG9nS0VJQ0FnSURMdU5QWjF3RRAB,1,3 個月前,"請不要封鎖我的評論 自己造成的疏失 請誠實面對

雖然住宿前面對電話中冷冰冰的官方回答很不滿意 但除了對到幾位極度沒有任何身為飯店接待員自覺的員工外 住宿體驗蠻好的 餐點好吃 早餐很不錯 孩子對於遊戲室極為瘋狂 沒想到簡單設施可以耗光男孩的體力 於是比賽後續住了第二晚 發現在遊戲室有換下來的尿布 下午在 晚上也還在 壓到最後一根稻草是幫孩子洗完澡後看到的畫面😱 真的是外宿以來遇過最噁心的一次了 默默拿起酒精擦 消毒所有的檯面 而且照片中這個檯面是用來放乾淨的毛巾的……….."
ChdDSUhNMG9nS0VJQ0FnSUR6dVAzRHFBRRAB,1,4 個月前,"服務真的非常差,住宿劵訂房介面不清楚,
電話又一直打不進去,擔心有問題,
特別mail告知飯店客服住房人數是兩大兩小跟有張逾期住宿劵要折抵,客服表示清楚已備註,請我回覆票券資訊就沒再回覆,到了櫃檯小姐又說不可以用住宿劵的連結訂房訂錯了,要用官網價重算,為何當時客服回覆時不說明清楚,算半天也算不好要退刷我多少,我有訂松葉蟹專案,我最後決定不吃飯店餐食,也沒提醒我松葉蟹是否要退？還是另一個男生來詳細說明飯店的活動,並提醒我有訂松葉蟹,我才想起要退,也沒多提醒飯店不提供備品,如有需要跟櫃檯索取,到我們要上樓都還沒告訴我實際消費房價明細及扣抵我的住宿劵要退刷我多少？

櫃檯小姐除了記得要索取較高房價外,
完全沒有任何服務跟告知,顧客罰站了許久
連飯店設施跟訂房明細金額會退刷多少都沒說明,因為是選擇6:00後check in
只好趕快先上樓放行李出門吃晚餐

宜蘭有很多非常棒的飯店可選擇
煙波宜蘭沒有什麼設施,地點偏遠
性價比真的很低,服務也不到位
事後主管有打電話並送瓶氣泡水致歉就沒了
遊玩興致全然被打壞
Happy hour餐點品質也很差
很多客人吃沒多少就離開了
服務品質跟不上房價的飯店

另外發生了一件意外的小插曲
行動電源忘了拿,飯店並沒有發現
致電過去請他們幫忙協尋才找到
表示如果幫忙寄回
需要自付黑貓宅配費用
其實也是合理沒關係
但朋友看到前面2週前的評論有旅客留言
煙波宜蘭很貼心主動幫忙寄回
遺留在房間的充電線還包好
服務很好很貼心？

恐怕好的服務還得靠運氣
實際上遇到的情況並不是如此
跟櫃檯反應這個評論說飯店是有幫忙寄送的？
還質疑的問是在那裏看到評價的？
只有兩個可能？一是評論五星好評是假的？
二是服務人員服務品質有落差？
最後跟櫃檯說請把東西丟了
不去拿了,也不會再去煙波宜蘭
一而再,再而三連續有滿滿不好的體驗
只能說真的運氣很差"
ChdDSUhNMG9nS0VJQ0FnSUNiNThyQTdnRRAB,5,2 個月前,"連住3晚，隔天房間一樣整理超乾淨🥰早餐可以悠閒吃到中午，晚上有點心消夜可以吃，週六加場的表演秀超精彩。工作人員都很親切🤗🤗
非常滿意的住宿體驗💗💗"
ChdDSUhNMG9nS0VJQ0FnSUQ3eDdlcjFRRRAB,5,1 個月前,早餐時間可以往後移到變成吃早午餐，很彈性的時間，給旅客很大的方便，很推薦的飯店，宵夜小點的品項也豐富，看的出用心的程度，很加分
ChdDSUhNMG9nS0VJQ0FnSUM3NVlfWHlRRRAB,5,1 個月前,環境清幽，居住高樓層景觀很棒，晚上活動很棒，小朋友玩的很開心，大人也很chill，感謝小丑先生跟兩位舞者帶給大家歡樂
ChdDSUhNMG9nS0VJQ0FnSURMajhXaHlBRRAB,4,3 個月前,房間，浴室都還蠻乾淨的，飯店設施不多，早餐還行，該有的都有，還可以加購松葉蟹活動很划算，地點比較偏市區外圍，最近便利商店得開車，走路去有點距離，以住一晚的中繼站飯店cp值不錯，適合自己開車前往的住宿飯店。總體評價，有機會還會在前來住宿。
ChdDSUhNMG9nS0VJQ0FnSUQ3M1oyejJ3RRAB,5,1 個月前,之前住過蘇澳館，這次住的是宜蘭館，房間很美很乾淨，服務人員也很專業熱情，晚上的Party很酷，早餐真的很棒，退房還能繼續用餐到下午13：30，是很好的住宿體驗。
ChZDSUhNMG9nS0VJQ0FnSURyMU8yWVF3EAE,5,2 個月前,整體住宿用餐經驗都非常的棒，服務親切，環境清潔乾淨，讓人能夠很放鬆很舒服的在這裡度假. 唯獨房間的隔音不是很好，下午入住之後，有另一組客人入住時非常的吵鬧，我們在邊間的房間也能夠聽得非常清楚，甚至感覺到震動！
ChZDSUhNMG9nS0VJQ0FnSUNyaUpIMGZnEAE,4,3 個月前,"推推豐盛的早餐～～中西式選擇很多，吃的很開心。晚上也有宵夜可以品嚐～人也是非常多。
一進門到房間時候稍微有一些潮濕味，開空調後久了慢慢就沒了。"
ChdDSUhNMG9nS0VJQ0FnSURUMk9hbTFBRRAB,5,4 個月前,"飯店房間很乾淨、舒適～提供的早餐也非常的棒！超喜歡～＾＾
另一件小意外、就是當天我把行動電源掛在牆壁上充電忘了帶回家、過兩天飯店非常細心的包裝好、幫我寄回台北、收到時真是感動～因為這個包裝還加上了保護功能，讓行動電源在運送的過程中不會因碰撞受損！真的好棒！謝謝飯店的體貼服務"
ChdDSUhNMG9nS0VJQ0FnSUQ3N2JPRTNnRRAB,5,1 個月前,這次參加艾多美活動很榮幸被分配到煙波的住宿，不得不說有公設真的體驗感會提高，加上早餐很豐富，必須要給高分的
ChZDSUhNMG9nS0VJQ0FnSUR6aU1yMlZnEAE,5,4 個月前,"雙人床的房間整體是不錯的，乾淨沒有異味，隔音也很好，房務人員整理房間時也不會隨意碰觸房客的個人物品，服務是一級棒👍
有點尷尬的是廁所和淋浴間，雖然是乾濕分離，但廁所門會卡在淋浴間的門口，踩踏墊就沒辦法放在淋浴間門口，出來時總會用濕廁所地板😅
還有電視的盒子可能因為在螢幕後面，感應不是很好，其他地方都是不錯的！"
ChZDSUhNMG9nS0VJQ0FnSURIeWZLUEhBEAE,5,3 週前,"周邊有點偏僻，都是住屋農田，沒有商店比較不方便，幸好飯店有販賣機，好處是環境很安靜😂
晚餐火鍋很豐富吃很飽，加價的松葉蟹超值"
ChZDSUhNMG9nS0VJQ0FnSUM3M3JHOVNBEAE,5,1 個月前,特殊的蜂巢建築風格、舒適的的客房環境與服務，以及堅固的鋼骨結構，為驚喜般的地震有許多安心感
ChdDSUhNMG9nS0VJQ0FnSUM3MGNQejJRRRAB,5,1 個月前,可以延後入住時間，及延長退房時間，是蠻不錯的選項；早午餐的服務更讚，很推薦大家來試試。
ChdDSUhNMG9nS0VJQ0FnSURiak5EdHR3RRAB,5,2 個月前,"房間寬敞舒適、床墊軟硬適中、沐浴用品香氣濃郁，使用後肌膚舒適！！！
服務人員專業、迅速、有禮貌！！
坐落位置僻靜，無任何人為製造吵雜噪音！！🤗🤗🤗"
ChZDSUhNMG9nS0VJQ0FnSURIaC1DQ0V3EAE,5,2 週前,房間打掃乾淨，早餐豐富，手工豆花配薏仁珍珠（美味），使用會員點數兌換餐廳外帶冰拿鐵咖啡（非常好喝）
ChdDSUhNMG9nS0VJQ0FnSUNyaHRDdDZRRRAB,5,3 個月前,環境優美，四週都是綠地，傍晚散步、騎腳踏車都很舒服。房間的動線、擺設舒適，看出窗外景緻優美。服務人員主動、貼心五顆星，早上在走道遇見會道早安打招呼，讓人有心情愉悅的開始。有機會再來！
ChdDSUhNMG9nS0VJQ0FnSURiX3JmUjRBRRAB,5,2 個月前,"整體來說還算不錯
乾淨、舒適
房間沙發有嘔吐物的味道
應該是之前房客所留下的味道
感覺坐在上面有聞到 不是很喜歡"
ChZDSUhNMG9nS0VJQ0FnSUQ3b0lHYkxBEAE,5,1 個月前,"從入住到退房，整體感覺都很棒～
早餐整個吃很飽❤️
服務人員都很貼心❤️"
ChdDSUhNMG9nS0VJQ0FnSUNMcnJMdnhRRRAB,5,3 個月前,房間、服務、地點都很好👍。環境乾淨整潔，工作人員都很親切，以親子為主題。雖有兒童室，但是公共空間不足。沒有健身中心或三溫暖，對出差想放鬆一下的人不太友善。早餐品質不錯（種類雖然較其他館少，但足夠了）用餐空間太小（生意興隆，入住人多）。
ChZDSUhNMG9nS0VJQ0FnSURyajl5TVNnEAE,5,2 個月前,飯店位置有點偏，沒什麼設施但有提供免費宵夜，宵夜是簡單的餅乾炸物(炸馬鈴薯塊非常的好吃)，早餐很好吃(以房價來說早餐是非常超值的)
ChZDSUhNMG9nS0VJQ0FnSUNUc2VITEVREAE,5,4 個月前,"平日入住尊榮一大床含早餐，官網預定比訂房網站便宜。當初預訂金額3,510，要入住前幾天上官網確認入住資訊，發現官網的價錢怎麼比我當初預定又便宜了幾百塊，於是打電話去飯店詢問，服務人員很好，立馬幫我修改訂單，溢扣款會退刷到信用卡帳號，開心～～
飯店附近沒有什麼商店，地點離市區有些偏遠，如果沒有開車可能稍嫌不便。
房間打掃很乾淨，我們的房型有兩扇大大的窗戶，可以眺望遠山，安靜的看著山景也是一種享受。
煙波早午餐一直是無可挑剔，超級豐盛，重點是從早上6:30～13:30，對於晚起的旅客來說真的太佛心，吃一餐真的可以抵三餐，入住一定要加購早餐～～
宵夜的暗黑派派，真的別太期待，小點餅乾一般般，如果沒空真的不用特別去吃。
頂樓的粉紅泡泡很好拍，當天下過雨，所以戶外設施暫停。
這次入住除了晚上的暗黑派派有些失望，整體還算滿意。"
ChdDSUhNMG9nS0VJQ0FnSURubHViN2pBRRAB,5,1 週前,服務很好 晚上還有免費表演和小點！小孩很開心
ChdDSUhNMG9nS0VJQ0FnSUQ3NE55bWpRRRAB,5,1 個月前,8/18-20入住，四人房空間寬敞，舒適明亮，晚上還有暗黑派派可以讓小孩參與，很有趣也很好玩。
ChdDSUhNMG9nS0VJQ0FnSURyajUtdnN3RRAB,4,2 個月前,我覺得房間有一點太陽春了，連衣櫥都是外露，只有幾個衣架可以掛衣服的，而且也沒有供應礦泉水要住客自己去外面飲水機去裝，好像有一點點太簡單了。
ChdDSUhNMG9nS0VJQ0FnSUN6bWJmZm13RRAB,4,4 個月前,飯店服務人員親切又貼心，餐廳人員的培訓就需要再對多努力了…這次過去加點了松葉蟹腳，但服務人員沒提供任何工具，需要徒手吃，把餐桌用的濕漉漉之外，也沒提供濕紙巾，還要跑到外面廁所洗手再回來，隔天使用早餐時也是因為人過多，導致大家搶食排隊，極差的用餐體驗。
ChZDSUhNMG9nS0VJQ0FnSUNUNjRiQmJnEAE,5,4 個月前,"因為來附近辦婚禮選擇入住煙波，隔天早上梳化時需要椅子跟全身鏡，非常感謝飯店服務人員很快速的協助處理，也讓我們梳化順利
可惜因為要穿禮服的關係，早餐只簡單喝了咖啡沒有吃到豐富的早餐，希望下次有機會以度假的型態入住，可以品嚐早餐"
ChdDSUhNMG9nS0VJQ0FnSUNicmF1T3RnRRAB,3,2 個月前,"星期日晚上住房，電梯等了四趟才能進去……
電梯空間很小，客房很多，不成比例。
然後餐廳人手明顯不足，缺盤子、杯子、連很多食物被用完隔很久才補。
其他煙波都蠻喜歡的…沒想到宜蘭館差這麼多。
電梯是設計問題，無解。
人手部分期待能解決。"
ChdDSUhNMG9nS0VJQ0FnSUNic0xiMXBBRRAB,4,2 個月前,早餐很豐富，很好吃，服務人員態度良好，房內設施新穎，缺點廁所門無法鎖，友人共住會有點擔憂，除濕機太大聲，會影響睡眠
ChdDSUhNMG9nS0VJQ0FnSURyaG9LdXpRRRAB,5,2 個月前,這是第一次入住，飯店櫃檯的服務（接待）人員非常親切且專業，並能即時提供非常棒的解說，讓遠道而來的我們備感尊榮，是非常值得推薦的飯店，飯店裡的人員好、服務好、環境衛生好，讓我們之後入住飯店時會優先考量的飯店首選哦😊
ChZDSUhNMG9nS0VJQ0FnSUM3MktpbktnEAE,1,2 個月前,一晚要價4600。衛浴空間很小，棉被上還有一些刺刺的東西。公設也很沒有誠意，沒有泳池，就只有頂樓幾片區域隨便放一些看起來沒有任何意義的東西。
ChZDSUhNMG9nS0VJQ0FnSUNiazhmN1VBEAE,4,2 個月前,環境乾淨，床被子都很舒服，早餐素食有點少，可惜的是飯店沒有泳池跟三溫暖，車位也很少，大飯店車居然要停外面～
ChdDSUhNMG9nS0VJQ0FnSUM3cll1M2l3RRAB,2,1 個月前,"8/19吃早餐大排長龍，現場人員不夠，十分混亂；又有兌換咖啡客人，一杯咖啡讓客人等半小時
早餐味增湯的湯鍋旁的平台會燙人，現場無警示標誌，大家要小心不要被燙到"
ChZDSUhNMG9nS0VJQ0FnSUNiOElqN0V3EAE,4,2 個月前,服務人員親切又貼心，雖然飯店周圍買東西不是很便利，但可以感受到飯店管理的用心，每日安排暗黑派派，讓旅客享受小點心可以放鬆閒聊的時光，很受大小朋友的喜歡。
ChZDSUhNMG9nS0VJQ0FnSURyMXVteVp3EAE,3,2 個月前,一向對貴飯店的印象不錯，但那天退房，卻整個讓我不舒服，剛好遇到前一組大約有10多位入住，只好默默在後方等候，另一位櫃檯人員，忙完另一組客人的服務後，問了我辦理什麼業務，我告知退房，她卻叫我等一下，然後直接又問後方旅客，後方旅客說要辦理入住，她就直接幫他處理，我在那等了快20分鐘後，才又有人從後方出來幫我辦退房，而退房程序不用一分鐘的時間，前一位櫃檯人員卻不願意幫我處理😡！
ChdDSUhNMG9nS0VJQ0FnSUNidjVfNjRRRRAB,3,2 個月前,"枕頭套不知道怎樣貼一個卡其色的膠帶，讓人覺得很噁心，是破掉捨不得丟嗎？
服務態度很好
只是地點有點偏僻，附近都沒有便利商店
吹風機風太弱"
ChZDSUhNMG9nS0VJQ0FnSURiNXRmaGZnEAE,5,2 個月前,"房間很可愛（四人房）
早餐有松葉蟹，但相比昨天住的蘇澳館，蘇澳的比較大隻🤣
晚上有點心時間（免費）
週五-週六入住 價位約5000左右，滿意👍"
ChZDSUhNMG9nS0VJQ0FnSURMd3M3WkJREAE,5,3 個月前,"房間乾淨，空間也足夠大！
位置比較偏一點，如果開車來玩可以忽略這個小缺點！停車方便、房間舒適、安靜，早餐超棒！物超所值～"
ChZDSUhNMG9nS0VJQ0FnSUM3eDltWWRnEAE,4,1 個月前,雖然每次都是去煙波花時間館，但這次的三天二夜的行程撥出一天第一次入住宜蘭館，從價格的性價比、房間的清潔品質到服務等各方面的體驗，都比另一館好！很值得再次再來⋯^_^
ChZDSUhNMG9nS0VJQ0FnSURIcFpqeFpBEAE,5,3 週前,"今天來到宜蘭煙波飯店住宿，
櫃台人員 吳抒恒小姐非常親切的服務，倍感溫馨，非常推薦煙波，吳小姐真的是個溫柔體貼對待旅客給予非常耐心的服務，+1000👍"
ChZDSUhNMG9nS0VJQ0FnSURyNFBMdGZREAE,5,3 個月前,這次家族旅行第一次帶嫩嬰出遠門旅行，飯店人員都很親切，房間內還有嬰兒床、寶寶洗盆附寶寶洗澡用品，而且還有奶瓶消毒鍋，真的很方便也很貼心，真的是太貼心了，下次還會再來❤️
ChdDSUhNMG9nS0VJQ0FnSUNMXzd6NTh3RRAB,5,3 個月前,"櫃檯接待優秀
一樓大廳/靜謐空間/各樓層都有放花》有用心
但應該可以在上心一點
摸起來 比較可惜而已
餐廳則是文心蘭 哈 如果是真的就有趣一點
不如放多肉植物  呵呵 可以參考一下
龜背芋 或是黃金虎尾蘭 那會讓環境更舒適

早餐很棒 很紮實 看出廚房員工同仁
熟食的用心
下次會在參訪
馬克杯 很有質感 😊"
ChdDSUhNMG9nS0VJQ0FnSUQ3M2ZEcGpnRRAB,5,1 個月前,飯店人員服務超好，早餐好吃，兒子超愛宵夜，謝謝陪伴我們渡過開心的三天兩夜宜蘭之旅❤
ChZDSUhNMG9nS0VJQ0FnSUNubXNDak93EAE,5,2 週前,住宿餐飲皆非常不錯，網路訂房現場有人協助用機台chenkin，也不是很難，雖然有些評論不佳，本人倒是感覺很不錯
ChZDSUhNMG9nS0VJQ0FnSUN6dnRpV0pREAE,5,4 個月前,"很特別的體驗，晚上在門板的貓眼裡看到一隻小蟑螂停在那個洞裡…。
先說我個人覺得相較其他飯店較弱的部分，例如吹風機有點不夠力，頭髮要吹很久，親子設施也比較少，其餘的都還不錯；服務人員都很優秀，早餐餐點也很豐盛。"
ChdDSUhNMG9nS0VJQ0FnSURIdU9ha2lnRRAB,4,3 週前,房間床好睡，舒緩疲勞身體，停車位充足，唯吹風機風速小，應再更換好ㄧ點的
ChZDSUhNMG9nS0VJQ0FnSUM3aF9lMGR3EAE,5,1 個月前,晚上表演很精彩！老師舞跳的很好，魔術師（氣球師）很會主持，表演也很精彩，幸運的拿到氣球作品。
ChdDSUhNMG9nS0VJQ0FnSURicC1PRXlnRRAB,5,2 個月前,床滿好睡的，重點是早餐時段是0630-1330，而且吃的出來餐點是有用心在做的，我是只有吃一次啦，但應該是有人早起吃一次，退房後再去吃一次的
ChdDSUhNMG9nS0VJQ0FnSURidWFMb2t3RRAB,5,2 個月前,"住宿體驗不錯 人員也很親切
早餐選擇種類也算多
地點比較住宅區，沒有便利商店
不過周圍環境還蠻安靜的"
ChdDSUhNMG9nS0VJQ0FnSURibHZxSHF3RRAB,3,2 個月前,2024/8/4入住，飯店還是一樣，整潔度、前台服務態度都很好，隔天早餐用餐的感覺就很糟糕，服務人員不足、餐點不好吃、補餐速度慢，甚至連補餐盤速度都很慢，我自己吃完的餐盤，我還要自己拿去定點擺放，真的建議可以已時間來分流人潮，不然真的是吃個早餐破壞了整個居住感受
ChZDSUhNMG9nS0VJQ0FnSUNiaDRqTEh3EAE,5,2 個月前,房間很清潔、乾淨，服務人員態度很好，我們住在七樓，窗外看出去剛好就是海邊，雖然地點不在偏市中心的位置，但相對安靜很多，床、被褥的品質很好，睡起來真的很舒服，早餐也很好吃。
ChZDSUhNMG9nS0VJQ0FnSUNud2VMd1VnEAE,4,2 週前,建築新穎美觀位置偏郊外也因此環境幽美，服務人員親切有問必答不會有不耐煩的情形，房間乾淨停車方便。
ChdDSUhNMG9nS0VJQ0FnSURiXzYtS3ZnRRAB,5,2 個月前,下午飯店有精彩的表演秀及甜點可以享用，屋頂有適合小朋友游玩的活動空間，早餐種類多樣化，覺得CP值高。
ChZDSUhNMG9nS0VJQ0FnSUNua29uelVBEAE,5,2 週前,服務人員態度友善、餐點很好吃很多元選項多、房間很大很舒適
ChdDSUhNMG9nS0VJQ0FnSURIeWR1YjlnRRAB,5,3 週前,離市區有段距離環境清幽，隔音不錯不會聽到隔壁的聲音，22:15前有提供宵夜小點心
ChZDSUhNMG9nS0VJQ0FnSUNMc1lPekJREAE,5,3 個月前,房間很好的細節很多很好。  早餐也很好吃。櫃檯跟 服務人員服務人員都很好。客氣到客人都不太好意思。會在回來體驗煙波所有地區的飯店
ChdDSUhNMG9nS0VJQ0FnSUQ3dU5iT3RRRRAB,4,1 個月前,很乾淨 服務很好的一間飯店 晚上的暗黑派派 點心甜點跟氣氛讓人很放鬆
ChdDSUhNMG9nS0VJQ0FnSURuNXEyTTFBRRAB,5,1 週前,服務非常好，還有很多活動可以玩，真心推薦
ChdDSUhNMG9nS0VJQ0FnSUNqanFXcXRBRRAB,3,5 個月前,"整體感覺，除了早餐餐點豐富外，房間設備好像不符合這價格 。
吹風機偏舊型，風也小 。
浴室廁所乾濕分離還滿不錯的，但門把都沒有附鎖，如果不是跟家人一起來感覺會很尷尬 😨
洗手台設計位子也滿微妙的。
房間掛衣服的地方也很小，好險不是冬天來，不然根本掛不了大外套。
頂樓的裝置藝術？更是讓人看了笑而不語🙂"
ChZDSUhNMG9nS0VJQ0FnSUM3M3ZHd0RnEAE,4,1 個月前,"櫃台小姐服務親切，房間整齊乾淨，房間整體設計非常的有質感
有機會會再入住"
ChdDSUhNMG9nS0VJQ0FnSURMaEx5enFRRRAB,4,3 個月前,"早餐選擇多樣化
提供的宵夜就有待加強
飯店內有親子遊戲間
如果有球池能給小朋友玩
選擇性又更多了
房務/櫃檯人員都很親切服務很好！"
ChdDSUhNMG9nS0VJQ0FnSURIdnJEQy1RRRAB,5,3 週前,早餐豐盛無雷，可以到13：30，房間大、乾淨，床超好睡，還有免費甜品宵夜，整體住得很舒適
ChdDSUhNMG9nS0VJQ0FnSURIcTRmZWtnRRAB,5,3 週前,距離宜蘭市近，位置安靜不吵雜，房間乾淨整潔，床墊軟硬適中，舒適好眠，服務人員親切有禮。
ChdDSUhNMG9nS0VJQ0FnSUR6ak5TMW53RRAB,4,4 個月前,飯店週圍什麼都沒有，所以很安靜，晚餐點外送，但櫃檯不代收，要自己到門口等，房間還不錯，隔音佳，床好睡，熱水夠強夠熱，停車位算多。至少早餐，可以11:00退房後再來吃，可以吃到下午一點，這點很優，方便晚起的客人，餐點還算好吃，但樣式不算太多，用餐區感覺有點擁擠。
ChdDSUhNMG9nS0VJQ0FnSUM3NWR1MXJ3RRAB,5,1 個月前,"汽球表演活動很活潑，好玩也好笑。
很棒的活動表演喔！
大家有機會可以來看看！"
ChdDSUhNMG9nS0VJQ0FnSURuZ1lUcTNRRRAB,5,1 週前,服務相當好喔，頂樓小朋友遊戲室很好玩
ChdDSUhNMG9nS0VJQ0FnSURic1p1ZDlRRRAB,5,2 個月前,跟同事們的旅遊，便宜的旅費住了高級的飯店，豐盛又好吃的早餐，真的是不錯的體驗，但唯一的缺點是假日人很多，電梯好難等，等到天荒地老還不如走樓梯。
ChdDSUhNMG9nS0VJQ0FnSURyMXZIMmtBRRAB,5,2 個月前,"雙北市擁擠的城市過來走走 覺得很清幽
房間有一個露天大陽台 覺得好讚 我覺得很乾淨
房內更洗室和馬桶 分開 和朋友家人共用一間房 才不用搶廁所
早上餐廳 美食好多都好吸引我 都好好吃拍不完"
ChdDSUhNMG9nS0VJQ0FnSUQ3a0wybXB3RRAB,5,1 個月前,"很棒的住宿體驗
房間很乾淨
有提供嬰兒床跟消毒鍋非常方便"
ChZDSUhNMG9nS0VJQ0FnSURqd3FPakdBEAE,2,5 個月前,房間還可以，以這個價格算合格範圍內，服務可以更好，兌換點數有別的選擇沒有仔細說明，晚上的派對….有點不知道在幹嘛再加上場地不是很大，早餐….是我太挑嗎！？我在台灣住過這麼多飯店這個價位早餐不會差到哪才對，沒有健身房、沒什麼特別的公共設施，在頂樓兩個網美跟一小塊的小孩遊戲區。不過周遭環境清幽可以散步走走。
ChZDSUhNMG9nS0VJQ0FnSUNidV8zeVZBEAE,5,2 個月前,"連住2晚
很新的飯店！
早餐超豐盛又好吃～
雖然很快被吃完
但補的速度也很快速
且餐點製作不馬虎！
離市區也很方便
服務人員都很親切！"
ChdDSUhNMG9nS0VJQ0FnSURyejhYZG5BRRAB,4,2 個月前,接待人員親切，快速協助辦理入住手續，詳細解說飯店各項事宜，整體的環境清潔也都不錯，期待下次入住。
ChZDSUhNMG9nS0VJQ0FnSURUbHYteUhBEAE,4,4 個月前,"先說早餐很豐盛，選擇多樣化
完全就是被這點吸引來訂房的
我們覺得很好吃💓💓💓

前台服務人員也很親切
唯沒有告知快速退房卡套有點小可惜
（聽到隔壁的服務人員有跟客人介紹）
晚上宵夜時段入場很有氣氛
但都是零食小點，沒什麼特別
蛋糕也很乾，或是應該說太乾

房間整潔、冰箱有四樣迎賓飲料
但洗澡時蓮蓬頭會不時發出相當刺耳的音頻
不知道是什麼緣故導致
這也有小扣分

飯店注重環保
不主動提供備品，但旅客可以提出需求
房內亦提供冷水壺跟熱水壺
可以到走廊取用

停車場有分戶外跟地下停車場
可能是平日去的緣故，旅客不多
我們在地下室停車都找得到位置

頂樓的裝置藝術(R樓）
因著服務人員的解說而去了一趟
只能說整體普普通通，看過就好
可能適合有孩子的家庭，有個遊玩的地方"
ChdDSUhNMG9nS0VJQ0FnSURMNDV5OWhRRRAB,5,3 個月前,"第一次入住、整體來說…真的很棒…
服務人員很親切、早餐也超豐盛…孩子住的超開心"
ChZDSUhNMG9nS0VJQ0FnSURycExXUWJBEAE,5,2 個月前,來吃自助餐，早午餐一起所以食材很普通，不過飯跟湯是好吃的，若想要蟹腳（雪場蟹）可以加價，服務上收餐盤也是很積極的超好。
ChZDSUhNMG9nS0VJQ0FnSUNybnRYVFZREAE,4,3 個月前,環保的瓶子，到樓層的飲水機取水，環保的飯店，房間寬敞，有躺椅可以看窗外景色，隔音效果需要再加強些，房間聽得見走道上的人聊天。
